date,region,cases,recovered,deceased,population,active,active_per_10k,deceased_per_million,suceptible,removed
5/12/2020,Beni,389,1,26,480308,362,7.536830534,54.13193201,479919,27
5/11/2020,Beni,389,1,25,480308,363,7.557650508,52.04993463,479919,26
5/10/2020,Beni,314,1,23,480308,290,6.037792417,47.88593986,479994,24
5/9/2020,Beni,312,1,23,480308,288,5.996152469,47.88593986,479996,24
5/8/2020,Beni,312,1,19,480308,292,6.079432364,39.55795032,479996,20
5/7/2020,Beni,231,0,16,480308,215,4.476294378,33.31195816,480077,16
5/6/2020,Beni,212,0,8,480308,204,4.247274665,16.65597908,480096,8
5/5/2020,Beni,212,0,7,480308,205,4.268094639,14.5739817,480096,7
5/4/2020,Beni,212,0,6,480308,206,4.288914613,12.49198431,480096,6
5/3/2020,Beni,212,0,6,480308,206,4.288914613,12.49198431,480096,6
5/2/2020,Beni,191,0,4,480308,187,3.89333511,8.32798954,480117,4
5/1/2020,Beni,83,0,1,480308,82,1.707237856,2.081997385,480225,1
4/30/2020,Beni,67,0,1,480308,66,1.374118274,2.081997385,480241,1
4/29/2020,Beni,67,0,1,480308,66,1.374118274,2.081997385,480241,1
4/28/2020,Beni,63,0,1,480308,62,1.290838379,2.081997385,480245,1
4/27/2020,Beni,62,0,1,480308,61,1.270018405,2.081997385,480246,1
4/26/2020,Beni,57,0,1,480308,56,1.165918536,2.081997385,480251,1
4/25/2020,Beni,39,0,1,480308,38,0.791159006,2.081997385,480269,1
4/24/2020,Beni,33,0,1,480308,32,0.666239163,2.081997385,480275,1
4/23/2020,Beni,2,0,1,480308,1,0.020819974,2.081997385,480306,1
4/22/2020,Beni,2,0,1,480308,1,0.020819974,2.081997385,480306,1
4/21/2020,Beni,2,0,1,480308,1,0.020819974,2.081997385,480306,1
4/20/2020,Beni,2,0,0,480308,2,0.041639948,0,480306,0
4/19/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/18/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/17/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/16/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/15/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/14/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/13/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/12/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/11/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/10/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/9/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/8/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/7/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/6/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/5/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/4/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/3/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/2/2020,Beni,0,0,0,480308,0,0,0,480308,0
4/1/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/31/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/30/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/29/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/28/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/27/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/26/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/25/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/24/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/23/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/22/2020,Beni,0,0,0,480308,0,0,0,480308,0
3/21/2020,Beni,0,0,0,480308,0,0,0,480308,0
7/20/2020,Pando,1212,86,98,154355,1028,66.59972142,634.900068,153143,184
7/19/2020,Pando,1204,78,94,154355,1032,66.85886431,608.9857795,153151,172
7/18/2020,Pando,1178,78,94,154355,1006,65.17443555,608.9857795,153177,172
7/17/2020,Pando,1057,57,87,154355,913,59.14936348,563.6357747,153298,144
7/16/2020,Pando,1045,47,83,154355,915,59.27893492,537.7214862,153310,130
7/15/2020,Pando,1045,40,78,154355,927,60.05636358,505.3286256,153310,118
7/14/2020,Pando,1045,37,69,154355,939,60.83379223,447.0214765,153310,106
7/13/2020,Pando,1045,19,65,154355,961,62.2590781,421.107188,153310,84
7/12/2020,Pando,1045,14,57,154355,974,63.10129248,369.278611,153310,71
7/11/2020,Pando,1026,14,56,154355,956,61.93514949,362.8000389,153329,70
7/10/2020,Pando,1026,14,56,154355,956,61.93514949,362.8000389,153329,70
7/9/2020,Pando,1026,14,54,154355,958,62.06472094,349.8428946,153329,68
7/8/2020,Pando,1026,14,54,154355,958,62.06472094,349.8428946,153329,68
7/7/2020,Pando,1026,14,54,154355,958,62.06472094,349.8428946,153329,68
7/6/2020,Pando,1006,14,54,154355,938,60.76900651,349.8428946,153349,68
7/5/2020,Pando,934,14,53,154355,867,56.1692203,343.3643225,153421,67
7/4/2020,Pando,808,14,53,154355,741,48.00621943,343.3643225,153547,67
7/3/2020,Pando,717,14,48,154355,655,42.4346474,310.9714619,153638,62
7/2/2020,Pando,713,14,47,154355,652,42.24029024,304.4928898,153642,61
7/1/2020,Pando,636,14,37,154355,585,37.89964692,239.7071685,153719,51
6/30/2020,Pando,568,14,27,154355,527,34.14207509,174.9214473,153787,41
6/29/2020,Pando,568,14,25,154355,529,34.27164653,161.9643031,153787,39
6/28/2020,Pando,567,14,25,154355,528,34.20686081,161.9643031,153788,39
6/27/2020,Pando,567,14,23,154355,530,34.33643225,149.0071588,153788,37
6/26/2020,Pando,562,14,22,154355,526,34.07728937,142.5285867,153793,36
6/25/2020,Pando,513,14,20,154355,479,31.03236047,129.5714425,153842,34
6/24/2020,Pando,507,14,18,154355,475,30.77321758,116.6142982,153848,32
6/23/2020,Pando,505,14,16,154355,475,30.77321758,103.657154,153850,30
6/22/2020,Pando,496,14,16,154355,466,30.19014609,103.657154,153859,30
6/21/2020,Pando,482,14,12,154355,456,29.54228888,77.74286547,153873,26
6/20/2020,Pando,476,14,12,154355,450,29.15357455,77.74286547,153879,26
6/19/2020,Pando,425,13,12,154355,400,25.91428849,77.74286547,153930,25
6/18/2020,Pando,409,13,12,154355,384,24.87771695,77.74286547,153946,25
6/17/2020,Pando,386,12,11,154355,363,23.51721681,71.26429335,153969,23
6/16/2020,Pando,315,12,8,154355,295,19.11178776,51.82857698,154040,20
6/15/2020,Pando,307,12,6,154355,289,18.72307343,38.87143274,154048,18
6/14/2020,Pando,286,12,6,154355,268,17.36257329,38.87143274,154069,18
6/13/2020,Pando,267,12,6,154355,249,16.13164459,38.87143274,154088,18
6/12/2020,Pando,238,12,6,154355,220,14.25285867,38.87143274,154117,18
6/11/2020,Pando,175,12,6,154355,157,10.17135823,38.87143274,154180,18
6/10/2020,Pando,130,12,4,154355,114,7.38557222,25.91428849,154225,16
6/9/2020,Pando,94,12,4,154355,78,5.053286256,25.91428849,154261,16
6/8/2020,Pando,65,12,3,154355,50,3.239286061,19.43571637,154290,15
6/7/2020,Pando,65,12,3,154355,50,3.239286061,19.43571637,154290,15
6/6/2020,Pando,47,11,2,154355,34,2.202714522,12.95714425,154308,13
6/5/2020,Pando,23,11,2,154355,10,0.647857212,12.95714425,154332,13
6/4/2020,Pando,23,11,2,154355,10,0.647857212,12.95714425,154332,13
6/3/2020,Pando,23,11,2,154355,10,0.647857212,12.95714425,154332,13
6/2/2020,Pando,14,11,1,154355,2,0.129571442,6.478572123,154341,12
6/1/2020,Pando,14,11,1,154355,2,0.129571442,6.478572123,154341,12
5/31/2020,Pando,14,11,1,154355,2,0.129571442,6.478572123,154341,12
5/30/2020,Pando,14,11,1,154355,2,0.129571442,6.478572123,154341,12
5/29/2020,Pando,14,11,1,154355,2,0.129571442,6.478572123,154341,12
5/28/2020,Pando,13,7,1,154355,5,0.323928606,6.478572123,154342,8
5/27/2020,Pando,13,7,1,154355,5,0.323928606,6.478572123,154342,8
5/26/2020,Pando,13,7,1,154355,5,0.323928606,6.478572123,154342,8
5/25/2020,Pando,13,7,1,154355,5,0.323928606,6.478572123,154342,8
5/24/2020,Pando,13,7,1,154355,5,0.323928606,6.478572123,154342,8
5/23/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/22/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/21/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/20/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/19/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/18/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/17/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/16/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/15/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/14/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/13/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/12/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/11/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/10/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/9/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/8/2020,Pando,12,7,1,154355,4,0.259142885,6.478572123,154343,8
5/7/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
5/6/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
5/5/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
5/4/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
5/3/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
5/2/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
5/1/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/30/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/29/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/28/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/27/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/26/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/25/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/24/2020,Pando,12,6,1,154355,5,0.323928606,6.478572123,154343,7
4/23/2020,Pando,12,0,1,154355,11,0.712642933,6.478572123,154343,1
4/22/2020,Pando,12,0,1,154355,11,0.712642933,6.478572123,154343,1
4/21/2020,Pando,12,0,1,154355,11,0.712642933,6.478572123,154343,1
4/20/2020,Pando,12,0,1,154355,11,0.712642933,6.478572123,154343,1
4/19/2020,Pando,12,0,1,154355,11,0.712642933,6.478572123,154343,1
4/18/2020,Pando,12,0,1,154355,11,0.712642933,6.478572123,154343,1
4/17/2020,Pando,12,0,0,154355,12,0.777428655,0,154343,0
4/16/2020,Pando,11,0,0,154355,11,0.712642933,0,154344,0
4/15/2020,Pando,11,0,0,154355,11,0.712642933,0,154344,0
4/14/2020,Pando,11,0,0,154355,11,0.712642933,0,154344,0
4/13/2020,Pando,11,0,0,154355,11,0.712642933,0,154344,0
4/12/2020,Pando,11,0,0,154355,11,0.712642933,0,154344,0
4/11/2020,Pando,11,0,0,154355,11,0.712642933,0,154344,0
4/10/2020,Pando,10,0,0,154355,10,0.647857212,0,154345,0
4/9/2020,Pando,10,0,0,154355,10,0.647857212,0,154345,0
4/8/2020,Pando,10,0,0,154355,10,0.647857212,0,154345,0
4/7/2020,Pando,10,0,0,154355,10,0.647857212,0,154345,0
4/6/2020,Pando,6,0,0,154355,6,0.388714327,0,154349,0
4/5/2020,Pando,6,0,0,154355,6,0.388714327,0,154349,0
4/4/2020,Pando,6,0,0,154355,6,0.388714327,0,154349,0
4/3/2020,Pando,6,0,0,154355,6,0.388714327,0,154349,0
4/2/2020,Pando,6,0,0,154355,6,0.388714327,0,154349,0
4/1/2020,Pando,4,0,0,154355,4,0.259142885,0,154351,0
3/31/2020,Pando,1,0,0,154355,1,0.064785721,0,154354,0
3/30/2020,Pando,1,0,0,154355,1,0.064785721,0,154354,0
3/29/2020,Pando,1,0,0,154355,1,0.064785721,0,154354,0
3/28/2020,Pando,1,0,0,154355,1,0.064785721,0,154354,0
3/27/2020,Pando,0,0,0,154355,0,0,0,154355,0
3/26/2020,Pando,0,0,0,154355,0,0,0,154355,0
3/25/2020,Pando,0,0,0,154355,0,0,0,154355,0
3/24/2020,Pando,0,0,0,154355,0,0,0,154355,0
3/23/2020,Pando,0,0,0,154355,0,0,0,154355,0
3/22/2020,Pando,0,0,0,154355,0,0,0,154355,0
3/21/2020,Pando,0,0,0,154355,0,0,0,154355,0
