date,region,cases,recovered,deceased,population,active,active_per_10k,deceased_per_million,suceptible,removed
4/25/2020,Potosí,26,0,1,901555,25,0.277298667,1.109194669,901529,1
4/24/2020,Potosí,21,0,1,901555,20,0.221838934,1.109194669,901534,1
4/23/2020,Potosí,21,0,1,901555,20,0.221838934,1.109194669,901534,1
4/22/2020,Potosí,21,0,1,901555,20,0.221838934,1.109194669,901534,1
4/21/2020,Potosí,19,0,1,901555,18,0.19965504,1.109194669,901536,1
4/20/2020,Potosí,19,0,1,901555,18,0.19965504,1.109194669,901536,1
4/19/2020,Potosí,19,0,1,901555,18,0.19965504,1.109194669,901536,1
4/18/2020,Potosí,18,0,1,901555,17,0.188563094,1.109194669,901537,1
4/17/2020,Potosí,18,0,1,901555,17,0.188563094,1.109194669,901537,1
4/16/2020,Potosí,16,0,1,901555,15,0.1663792,1.109194669,901539,1
4/15/2020,Potosí,15,0,1,901555,14,0.155287254,1.109194669,901540,1
4/14/2020,Potosí,15,0,1,901555,14,0.155287254,1.109194669,901540,1
4/13/2020,Potosí,15,0,1,901555,14,0.155287254,1.109194669,901540,1
4/12/2020,Potosí,15,0,1,901555,14,0.155287254,1.109194669,901540,1
4/11/2020,Potosí,15,0,1,901555,14,0.155287254,1.109194669,901540,1
4/10/2020,Potosí,13,0,1,901555,12,0.13310336,1.109194669,901542,1
4/9/2020,Potosí,13,0,1,901555,12,0.13310336,1.109194669,901542,1
4/8/2020,Potosí,13,0,1,901555,12,0.13310336,1.109194669,901542,1
4/7/2020,Potosí,10,0,1,901555,9,0.09982752,1.109194669,901545,1
4/6/2020,Potosí,8,0,0,901555,8,0.088735574,0,901547,0
4/5/2020,Potosí,5,0,0,901555,5,0.055459733,0,901550,0
4/4/2020,Potosí,5,0,0,901555,5,0.055459733,0,901550,0
4/3/2020,Potosí,5,0,0,901555,5,0.055459733,0,901550,0
4/2/2020,Potosí,5,0,0,901555,5,0.055459733,0,901550,0
4/1/2020,Potosí,4,0,0,901555,4,0.044367787,0,901551,0
3/31/2020,Potosí,4,0,0,901555,4,0.044367787,0,901551,0
3/30/2020,Potosí,3,0,0,901555,3,0.03327584,0,901552,0
3/29/2020,Potosí,3,0,0,901555,3,0.03327584,0,901552,0
3/28/2020,Potosí,3,0,0,901555,3,0.03327584,0,901552,0
3/27/2020,Potosí,1,0,0,901555,1,0.011091947,0,901554,0
3/26/2020,Potosí,1,0,0,901555,1,0.011091947,0,901554,0
3/25/2020,Potosí,0,0,0,901555,0,0,0,901555,0
3/24/2020,Potosí,0,0,0,901555,0,0,0,901555,0
3/23/2020,Potosí,0,0,0,901555,0,0,0,901555,0
3/22/2020,Potosí,0,0,0,901555,0,0,0,901555,0
3/21/2020,Potosí,0,0,0,901555,0,0,0,901555,0
7/20/2020,Tarija,2561,159,69,583330,2333,39.99451425,118.2863902,580769,228
7/19/2020,Tarija,2483,137,63,583330,2283,39.1373665,108.0006171,580847,200
7/18/2020,Tarija,2347,107,62,583330,2178,37.33735621,106.2863216,580983,169
7/17/2020,Tarija,2028,78,56,583330,1894,32.46875696,96.00054857,581302,134
7/16/2020,Tarija,1873,49,54,583330,1770,30.34303053,92.57195755,581457,103
7/15/2020,Tarija,1743,49,52,583330,1642,28.14873228,89.14336653,581587,101
7/14/2020,Tarija,1660,49,49,583330,1562,26.77729587,84.00048,581670,98
7/13/2020,Tarija,1533,49,47,583330,1437,24.63442648,80.57188898,581797,96
7/12/2020,Tarija,1501,49,46,583330,1406,24.10299487,78.85759347,581829,95
7/11/2020,Tarija,1501,39,44,583330,1418,24.30871034,75.42900245,581829,83
7/10/2020,Tarija,1454,36,41,583330,1377,23.60584918,70.28611592,581876,77
7/9/2020,Tarija,1284,36,39,583330,1209,20.72583272,66.8575249,582046,75
7/8/2020,Tarija,1214,36,34,583330,1144,19.61154064,58.28604735,582116,70
7/7/2020,Tarija,1069,35,31,583330,1003,17.19438397,53.14316082,582261,66
7/6/2020,Tarija,1039,34,30,583330,975,16.71438123,51.42886531,582291,64
7/5/2020,Tarija,971,33,28,583330,910,15.60008914,48.00027429,582359,61
7/4/2020,Tarija,916,33,25,583330,858,14.70865548,42.85738776,582414,58
7/3/2020,Tarija,830,31,23,583330,776,13.30293316,39.42879674,582500,54
7/2/2020,Tarija,764,31,22,583330,711,12.18864108,37.71450123,582566,53
7/1/2020,Tarija,709,31,17,583330,661,11.33149332,29.14302367,582621,48
6/30/2020,Tarija,652,31,15,583330,606,10.38863079,25.71443265,582678,46
6/29/2020,Tarija,596,30,15,583330,551,9.445768262,25.71443265,582734,45
6/28/2020,Tarija,537,30,13,583330,494,8.468619821,22.28584163,582793,43
6/27/2020,Tarija,514,30,11,583330,473,8.108617764,18.85725061,582816,41
6/26/2020,Tarija,432,28,10,583330,394,6.75432431,17.1429551,582898,38
6/25/2020,Tarija,393,28,10,583330,355,6.085749061,17.1429551,582937,38
6/24/2020,Tarija,331,27,8,583330,296,5.07431471,13.71436408,582999,35
6/23/2020,Tarija,299,22,8,583330,269,4.611454923,13.71436408,583031,30
6/22/2020,Tarija,275,20,8,583330,247,4.23430991,13.71436408,583055,28
6/21/2020,Tarija,246,16,8,583330,222,3.805736033,13.71436408,583084,24
6/20/2020,Tarija,239,16,8,583330,215,3.685735347,13.71436408,583091,24
6/19/2020,Tarija,206,14,7,583330,185,3.171446694,12.00006857,583124,21
6/18/2020,Tarija,191,14,7,583330,170,2.914302367,12.00006857,583139,21
6/17/2020,Tarija,175,12,7,583330,156,2.674300996,12.00006857,583155,19
6/16/2020,Tarija,149,11,5,583330,133,2.280013029,8.571477551,583181,16
6/15/2020,Tarija,123,11,5,583330,107,1.834296196,8.571477551,583207,16
6/14/2020,Tarija,112,11,5,583330,96,1.64572369,8.571477551,583218,16
6/13/2020,Tarija,112,11,5,583330,96,1.64572369,8.571477551,583218,16
6/12/2020,Tarija,87,10,5,583330,72,1.234292767,8.571477551,583243,15
6/11/2020,Tarija,77,10,4,583330,63,1.080006171,6.857182041,583253,14
6/10/2020,Tarija,69,10,4,583330,55,0.942862531,6.857182041,583261,14
6/9/2020,Tarija,68,10,4,583330,54,0.925719576,6.857182041,583262,14
6/8/2020,Tarija,58,10,4,583330,44,0.754290025,6.857182041,583272,14
6/7/2020,Tarija,58,10,4,583330,44,0.754290025,6.857182041,583272,14
6/6/2020,Tarija,58,10,4,583330,44,0.754290025,6.857182041,583272,14
6/5/2020,Tarija,49,7,4,583330,38,0.651432294,6.857182041,583281,11
6/4/2020,Tarija,44,7,4,583330,33,0.565717518,6.857182041,583286,11
6/3/2020,Tarija,40,7,4,583330,29,0.497145698,6.857182041,583290,11
6/2/2020,Tarija,37,7,4,583330,26,0.445716833,6.857182041,583293,11
6/1/2020,Tarija,37,7,4,583330,26,0.445716833,6.857182041,583293,11
5/31/2020,Tarija,32,7,3,583330,22,0.377145012,5.142886531,583298,10
5/30/2020,Tarija,32,7,3,583330,22,0.377145012,5.142886531,583298,10
5/29/2020,Tarija,24,7,3,583330,14,0.240001371,5.142886531,583306,10
5/28/2020,Tarija,22,7,3,583330,12,0.205715461,5.142886531,583308,10
5/27/2020,Tarija,19,7,3,583330,9,0.154286596,5.142886531,583311,10
5/26/2020,Tarija,19,7,3,583330,9,0.154286596,5.142886531,583311,10
5/25/2020,Tarija,19,7,2,583330,10,0.171429551,3.428591021,583311,9
5/24/2020,Tarija,18,6,2,583330,10,0.171429551,3.428591021,583312,8
5/23/2020,Tarija,18,6,2,583330,10,0.171429551,3.428591021,583312,8
5/22/2020,Tarija,18,6,2,583330,10,0.171429551,3.428591021,583312,8
5/21/2020,Tarija,17,4,2,583330,11,0.188572506,3.428591021,583313,6
5/20/2020,Tarija,14,3,2,583330,9,0.154286596,3.428591021,583316,5
5/19/2020,Tarija,13,3,2,583330,8,0.137143641,3.428591021,583317,5
5/18/2020,Tarija,13,2,2,583330,9,0.154286596,3.428591021,583317,4
5/17/2020,Tarija,13,2,1,583330,10,0.171429551,1.71429551,583317,3
5/16/2020,Tarija,13,2,1,583330,10,0.171429551,1.71429551,583317,3
5/15/2020,Tarija,13,2,1,583330,10,0.171429551,1.71429551,583317,3
5/14/2020,Tarija,13,2,1,583330,10,0.171429551,1.71429551,583317,3
5/13/2020,Tarija,13,2,1,583330,10,0.171429551,1.71429551,583317,3
5/12/2020,Tarija,13,2,1,583330,10,0.171429551,1.71429551,583317,3
5/11/2020,Tarija,10,2,1,583330,7,0.120000686,1.71429551,583320,3
5/10/2020,Tarija,10,2,1,583330,7,0.120000686,1.71429551,583320,3
5/9/2020,Tarija,10,2,1,583330,7,0.120000686,1.71429551,583320,3
5/8/2020,Tarija,9,0,1,583330,8,0.137143641,1.71429551,583321,1
5/7/2020,Tarija,6,0,1,583330,5,0.085714776,1.71429551,583324,1
5/6/2020,Tarija,6,0,1,583330,5,0.085714776,1.71429551,583324,1
5/5/2020,Tarija,6,0,1,583330,5,0.085714776,1.71429551,583324,1
5/4/2020,Tarija,4,0,1,583330,3,0.051428865,1.71429551,583326,1
5/3/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
5/2/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
5/1/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/30/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/29/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/28/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/27/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/26/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/25/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/24/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/23/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/22/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/21/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/20/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/19/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/18/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/17/2020,Tarija,3,0,0,583330,3,0.051428865,0,583327,0
4/16/2020,Tarija,2,0,0,583330,2,0.03428591,0,583328,0
4/15/2020,Tarija,2,0,0,583330,2,0.03428591,0,583328,0
4/14/2020,Tarija,2,0,0,583330,2,0.03428591,0,583328,0
4/13/2020,Tarija,2,0,0,583330,2,0.03428591,0,583328,0
4/12/2020,Tarija,2,0,0,583330,2,0.03428591,0,583328,0
4/11/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/10/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/9/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/8/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/7/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/6/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/5/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/4/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/3/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/2/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
4/1/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
3/31/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
3/30/2020,Tarija,1,0,0,583330,1,0.017142955,0,583329,0
3/29/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/28/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/27/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/26/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/25/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/24/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/23/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/22/2020,Tarija,0,0,0,583330,0,0,0,583330,0
3/21/2020,Tarija,0,0,0,583330,0,0,0,583330,0
7/20/2020,Chuquisaca,1637,116,77,637013,1444,22.66829719,120.876654,635376,193
7/19/2020,Chuquisaca,1605,114,73,637013,1418,22.26014226,114.5973473,635408,187
7/18/2020,Chuquisaca,1588,97,68,637013,1423,22.33863359,106.7482139,635425,165
7/17/2020,Chuquisaca,1536,94,63,637013,1379,21.64790985,98.89908055,635477,157
7/16/2020,Chuquisaca,1490,68,61,637013,1361,21.36534105,95.7594272,635523,129
7/15/2020,Chuquisaca,1422,59,60,637013,1303,20.45484158,94.18960053,635591,119
7/14/2020,Chuquisaca,1374,59,60,637013,1255,19.70132478,94.18960053,635639,119
7/13/2020,Chuquisaca,1332,53,60,637013,1219,19.13618717,94.18960053,635681,113
7/12/2020,Chuquisaca,1332,53,60,637013,1219,19.13618717,94.18960053,635681,113
7/11/2020,Chuquisaca,1298,51,58,637013,1189,18.66523917,91.04994718,635715,109
7/10/2020,Chuquisaca,1165,44,56,637013,1065,16.71865409,87.91029382,635848,100
7/9/2020,Chuquisaca,1162,44,52,637013,1066,16.73435236,81.63098712,635851,96
7/8/2020,Chuquisaca,1099,44,50,637013,1005,15.77675809,78.49133377,635914,94
7/7/2020,Chuquisaca,1068,32,50,637013,986,15.47849102,78.49133377,635945,82
7/6/2020,Chuquisaca,1000,32,46,637013,922,14.47380195,72.21202707,636013,78
7/5/2020,Chuquisaca,967,32,45,637013,890,13.97145741,70.64220039,636046,77
7/4/2020,Chuquisaca,917,28,44,637013,845,13.26503541,69.07237372,636096,72
7/3/2020,Chuquisaca,852,28,43,637013,781,12.26034634,67.50254704,636161,71
7/2/2020,Chuquisaca,811,28,38,637013,745,11.69520873,59.65341367,636202,66
7/1/2020,Chuquisaca,766,23,37,637013,706,11.08297633,58.08358699,636247,60
6/30/2020,Chuquisaca,707,23,35,637013,649,10.18817512,54.94393364,636306,58
6/29/2020,Chuquisaca,644,23,32,637013,589,9.246279118,50.23445361,636369,55
6/28/2020,Chuquisaca,637,23,31,637013,583,9.152089518,48.66462694,636376,54
6/27/2020,Chuquisaca,578,23,30,637013,525,8.241590046,47.09480026,636435,53
6/26/2020,Chuquisaca,524,23,29,637013,472,7.409581908,45.52497359,636489,52
6/25/2020,Chuquisaca,470,22,29,637013,419,6.57757377,45.52497359,636543,51
6/24/2020,Chuquisaca,422,22,26,637013,374,5.871151766,40.81549356,636591,48
6/23/2020,Chuquisaca,382,21,22,637013,339,5.32171243,34.53618686,636631,43
6/22/2020,Chuquisaca,301,21,21,637013,259,4.065851089,32.96636018,636712,42
6/21/2020,Chuquisaca,301,19,21,637013,261,4.097247623,32.96636018,636712,40
6/20/2020,Chuquisaca,253,16,15,637013,222,3.485015219,23.54740013,636760,31
6/19/2020,Chuquisaca,196,16,14,637013,166,2.605912281,21.97757346,636817,30
6/18/2020,Chuquisaca,185,16,11,637013,158,2.480326147,17.26809343,636828,27
6/17/2020,Chuquisaca,134,15,9,637013,110,1.726809343,14.12844008,636879,24
6/16/2020,Chuquisaca,129,15,8,637013,106,1.664016276,12.5586134,636884,23
6/15/2020,Chuquisaca,117,15,6,637013,96,1.507033608,9.418960053,636896,21
6/14/2020,Chuquisaca,102,15,4,637013,83,1.302956141,6.279306702,636911,19
6/13/2020,Chuquisaca,100,15,3,637013,82,1.287257874,4.709480026,636913,18
6/12/2020,Chuquisaca,85,15,3,637013,67,1.051783873,4.709480026,636928,18
6/11/2020,Chuquisaca,74,15,3,637013,56,0.879102938,4.709480026,636939,18
6/10/2020,Chuquisaca,61,14,3,637013,44,0.690723737,4.709480026,636952,17
6/9/2020,Chuquisaca,43,14,2,637013,27,0.423853202,3.139653351,636970,16
6/8/2020,Chuquisaca,39,14,2,637013,23,0.361060135,3.139653351,636974,16
6/7/2020,Chuquisaca,39,14,2,637013,23,0.361060135,3.139653351,636974,16
6/6/2020,Chuquisaca,39,14,2,637013,23,0.361060135,3.139653351,636974,16
6/5/2020,Chuquisaca,38,14,2,637013,22,0.345361869,3.139653351,636975,16
6/4/2020,Chuquisaca,32,14,2,637013,16,0.251172268,3.139653351,636981,16
6/3/2020,Chuquisaca,31,14,2,637013,15,0.235474001,3.139653351,636982,16
6/2/2020,Chuquisaca,29,14,2,637013,13,0.204077468,3.139653351,636984,16
6/1/2020,Chuquisaca,28,14,2,637013,12,0.188379201,3.139653351,636985,16
5/31/2020,Chuquisaca,26,14,2,637013,10,0.156982668,3.139653351,636987,16
5/30/2020,Chuquisaca,25,12,2,637013,11,0.172680934,3.139653351,636988,14
5/29/2020,Chuquisaca,25,11,2,637013,12,0.188379201,3.139653351,636988,13
5/28/2020,Chuquisaca,25,11,2,637013,12,0.188379201,3.139653351,636988,13
5/27/2020,Chuquisaca,25,11,2,637013,12,0.188379201,3.139653351,636988,13
5/26/2020,Chuquisaca,22,11,2,637013,9,0.141284401,3.139653351,636991,13
5/25/2020,Chuquisaca,22,11,2,637013,9,0.141284401,3.139653351,636991,13
5/24/2020,Chuquisaca,21,11,2,637013,8,0.125586134,3.139653351,636992,13
5/23/2020,Chuquisaca,21,11,2,637013,8,0.125586134,3.139653351,636992,13
5/22/2020,Chuquisaca,19,11,2,637013,6,0.094189601,3.139653351,636994,13
5/21/2020,Chuquisaca,19,4,2,637013,13,0.204077468,3.139653351,636994,6
5/20/2020,Chuquisaca,19,4,2,637013,13,0.204077468,3.139653351,636994,6
5/19/2020,Chuquisaca,17,1,2,637013,14,0.219775735,3.139653351,636996,3
5/18/2020,Chuquisaca,17,1,2,637013,14,0.219775735,3.139653351,636996,3
5/17/2020,Chuquisaca,17,1,2,637013,14,0.219775735,3.139653351,636996,3
5/16/2020,Chuquisaca,16,1,2,637013,13,0.204077468,3.139653351,636997,3
5/15/2020,Chuquisaca,15,1,2,637013,12,0.188379201,3.139653351,636998,3
5/14/2020,Chuquisaca,15,1,2,637013,12,0.188379201,3.139653351,636998,3
5/13/2020,Chuquisaca,15,1,2,637013,12,0.188379201,3.139653351,636998,3
5/12/2020,Chuquisaca,15,1,2,637013,12,0.188379201,3.139653351,636998,3
5/11/2020,Chuquisaca,15,1,2,637013,12,0.188379201,3.139653351,636998,3
5/10/2020,Chuquisaca,15,0,1,637013,14,0.219775735,1.569826675,636998,1
5/9/2020,Chuquisaca,14,0,1,637013,13,0.204077468,1.569826675,636999,1
5/8/2020,Chuquisaca,11,0,1,637013,10,0.156982668,1.569826675,637002,1
5/7/2020,Chuquisaca,11,0,1,637013,10,0.156982668,1.569826675,637002,1
5/6/2020,Chuquisaca,6,0,1,637013,5,0.078491334,1.569826675,637007,1
5/5/2020,Chuquisaca,6,0,1,637013,5,0.078491334,1.569826675,637007,1
5/4/2020,Chuquisaca,5,0,1,637013,4,0.062793067,1.569826675,637008,1
5/3/2020,Chuquisaca,4,0,0,637013,4,0.062793067,0,637009,0
5/2/2020,Chuquisaca,4,0,0,637013,4,0.062793067,0,637009,0
5/1/2020,Chuquisaca,4,0,0,637013,4,0.062793067,0,637009,0
4/30/2020,Chuquisaca,3,0,0,637013,3,0.0470948,0,637010,0
4/29/2020,Chuquisaca,3,0,0,637013,3,0.0470948,0,637010,0
4/28/2020,Chuquisaca,3,0,0,637013,3,0.0470948,0,637010,0
4/27/2020,Chuquisaca,3,0,0,637013,3,0.0470948,0,637010,0
4/26/2020,Chuquisaca,2,0,0,637013,2,0.031396534,0,637011,0
4/25/2020,Chuquisaca,2,0,0,637013,2,0.031396534,0,637011,0
4/24/2020,Chuquisaca,2,0,0,637013,2,0.031396534,0,637011,0
4/23/2020,Chuquisaca,2,0,0,637013,2,0.031396534,0,637011,0
4/22/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/21/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/20/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/19/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/18/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/17/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/16/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/15/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/14/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/13/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/12/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/11/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/10/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/9/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/8/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/7/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/6/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/5/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/4/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/3/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/2/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
4/1/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
3/31/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
3/30/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
3/29/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
3/28/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
3/27/2020,Chuquisaca,1,0,0,637013,1,0.015698267,0,637012,0
3/26/2020,Chuquisaca,0,0,0,637013,0,0,0,637013,0
3/25/2020,Chuquisaca,0,0,0,637013,0,0,0,637013,0
3/24/2020,Chuquisaca,0,0,0,637013,0,0,0,637013,0
3/23/2020,Chuquisaca,0,0,0,637013,0,0,0,637013,0
3/22/2020,Chuquisaca,0,0,0,637013,0,0,0,637013,0
3/21/2020,Chuquisaca,0,0,0,637013,0,0,0,637013,0
7/20/2020,Beni,5124,204,282,480308,4638,96.56303872,587.1232626,475184,486
7/19/2020,Beni,5092,202,281,480308,4609,95.95925948,585.0412652,475216,483
7/18/2020,Beni,5068,202,281,480308,4585,95.4595801,585.0412652,475240,483
7/17/2020,Beni,5040,202,280,480308,4558,94.89744081,582.9592678,475268,482
7/16/2020,Beni,5026,198,276,480308,4552,94.77252097,574.6312783,475282,474
7/15/2020,Beni,4957,190,276,480308,4491,93.50250256,574.6312783,475351,466
7/14/2020,Beni,4904,182,275,480308,4447,92.58642371,572.5492809,475404,457
7/13/2020,Beni,4861,179,273,480308,4409,91.79526471,568.3852861,475447,452
7/12/2020,Beni,4837,176,266,480308,4395,91.50378507,553.8113044,475471,442
7/11/2020,Beni,4811,173,263,480308,4375,91.08738559,547.5653123,475497,436
7/10/2020,Beni,4794,171,259,480308,4364,90.85836588,539.2373227,475514,430
7/9/2020,Beni,4695,161,257,480308,4277,89.04702816,535.0733279,475613,418
7/8/2020,Beni,4611,159,251,480308,4201,87.46471014,522.5813436,475697,410
7/7/2020,Beni,4435,156,248,480308,4031,83.92531459,516.3353515,475873,404
7/6/2020,Beni,4332,152,244,480308,3936,81.94741707,508.0073619,475976,396
7/5/2020,Beni,4275,150,241,480308,3884,80.86477843,501.7613698,476033,391
7/4/2020,Beni,4275,150,239,480308,3886,80.90641838,497.597375,476033,389
7/3/2020,Beni,4265,149,236,480308,3880,80.78149854,491.3513829,476043,385
7/2/2020,Beni,4203,147,233,480308,3823,79.59476003,485.1053907,476105,380
7/1/2020,Beni,4173,136,232,480308,3805,79.2200005,483.0233933,476135,368
6/30/2020,Beni,4119,131,230,480308,3758,78.24146173,478.8593986,476189,361
6/29/2020,Beni,4075,98,225,480308,3752,78.11654189,468.4494116,476233,323
6/28/2020,Beni,4041,98,218,480308,3725,77.55440259,453.8754299,476267,316
6/27/2020,Beni,3975,95,214,480308,3666,76.32602413,445.5474404,476333,309
6/26/2020,Beni,3934,88,212,480308,3634,75.65978497,441.3834456,476374,300
6/25/2020,Beni,3920,87,206,480308,3627,75.51404515,428.8914613,476388,293
6/24/2020,Beni,3887,80,203,480308,3604,75.03518576,422.6454692,476421,283
6/23/2020,Beni,3785,73,199,480308,3513,73.14056814,414.3174796,476523,272
6/22/2020,Beni,3679,65,191,480308,3423,71.26677049,397.6615005,476629,256
6/21/2020,Beni,3613,56,184,480308,3373,70.2257718,383.0875188,476695,240
6/20/2020,Beni,3581,56,178,480308,3347,69.68445248,370.5955345,476727,234
6/19/2020,Beni,3473,54,171,480308,3248,67.62327507,356.0215528,476835,225
6/18/2020,Beni,3326,53,167,480308,3106,64.66683878,347.6935633,476982,220
6/17/2020,Beni,3128,51,163,480308,2914,60.6694038,339.3655738,477180,214
6/16/2020,Beni,2994,48,163,480308,2783,57.94198722,339.3655738,477314,211
6/15/2020,Beni,2962,46,159,480308,2757,57.4006679,331.0375842,477346,205
6/14/2020,Beni,2954,46,152,480308,2756,57.37984793,316.4636025,477354,198
6/13/2020,Beni,2944,46,148,480308,2750,57.25492809,308.135613,477364,194
6/12/2020,Beni,2927,44,139,480308,2744,57.13000824,289.3976365,477381,183
6/11/2020,Beni,2809,35,137,480308,2637,54.90227104,285.2336417,477499,172
6/10/2020,Beni,2778,34,131,480308,2613,54.40259167,272.7416574,477530,165
6/9/2020,Beni,2692,26,126,480308,2540,52.88273358,262.3316705,477616,152
6/8/2020,Beni,2511,22,121,480308,2368,49.30169808,251.9216836,477797,143
6/7/2020,Beni,2511,22,121,480308,2368,49.30169808,251.9216836,477797,143
6/6/2020,Beni,2472,16,118,480308,2338,48.67709886,245.6756914,477836,134
6/5/2020,Beni,2428,15,114,480308,2299,47.86511988,237.3477019,477880,129
6/4/2020,Beni,2278,14,109,480308,2155,44.86704365,226.937715,478030,123
6/3/2020,Beni,2101,10,104,480308,1987,41.36928804,216.527728,478207,114
6/2/2020,Beni,1965,8,98,480308,1859,38.70433139,204.0357437,478343,106
6/1/2020,Beni,1885,8,92,480308,1785,37.16365332,191.5437594,478423,100
5/31/2020,Beni,1809,8,92,480308,1709,35.58133531,191.5437594,478499,100
5/30/2020,Beni,1707,8,89,480308,1610,33.5201579,185.2977673,478601,97
5/29/2020,Beni,1576,8,86,480308,1482,30.85520125,179.0517751,478732,94
5/28/2020,Beni,1506,8,84,480308,1414,29.43944302,174.8877803,478802,92
5/27/2020,Beni,1355,8,80,480308,1267,26.37890687,166.5597908,478953,88
5/26/2020,Beni,1242,8,77,480308,1157,24.08870974,160.3137986,479066,85
5/25/2020,Beni,1142,7,72,480308,1063,22.1316322,149.9038117,479166,79
5/24/2020,Beni,1097,4,71,480308,1022,21.27801327,147.8218143,479211,75
5/23/2020,Beni,1097,4,67,480308,1026,21.36129317,139.4938248,479211,71
5/22/2020,Beni,1015,4,66,480308,945,19.67487529,137.4118274,479293,70
5/21/2020,Beni,902,4,57,480308,841,17.50959801,118.6738509,479406,61
5/20/2020,Beni,833,4,54,480308,775,16.13547973,112.4278588,479475,58
5/19/2020,Beni,679,4,47,480308,628,13.07494358,97.8538771,479629,51
5/18/2020,Beni,581,4,41,480308,536,11.15950598,85.36189279,479727,45
5/17/2020,Beni,551,4,40,480308,507,10.55572674,83.2798954,479757,44
5/16/2020,Beni,551,4,39,480308,508,10.57654672,81.19789802,479757,43
5/15/2020,Beni,548,4,39,480308,505,10.51408679,81.19789802,479760,43
5/14/2020,Beni,509,1,35,480308,473,9.847847631,72.86990848,479799,36
5/13/2020,Beni,436,1,29,480308,406,8.452909383,60.37792417,479872,30
